Overriding config with config/exp1_depth.py:
# Experiment 1 - Depth sweep
# Vary: n_layer ∈ {2, 4, 8, 12}
# Fixed: n_head = 8, n_embd = 256, dropout = 0.0
# Usage: python train.py config/exp1_depth.py --n_layer=2

out_dir = 'out-exp1-depth'  # will be overridden by run script
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp1-depth'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6  # overridden via command line
n_head = 8
n_embd = 256
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp1-layer8
Overriding: n_layer = 8
Overriding: wandb_run_name = exp1-layer8
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 6.35M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 34, with 6,415,360 parameters
num non-decayed parameter tensors: 17, with 4,352 parameters
iter 470: loss 1.1455, time 345.78ms, mfu 0.67%
iter 480: loss 1.1083, time 339.82ms, mfu 0.67%
iter 490: loss 1.1107, time 350.25ms, mfu 0.67%
step 500: train loss 1.0943, val loss 1.0945
saving checkpoint to out-exp1-layer8
iter 500: loss 1.1106, time 52805.25ms, mfu 0.60%
iter 510: loss 1.0803, time 377.75ms, mfu 0.60%
iter 520: loss 1.0796, time 376.72ms, mfu 0.60%
iter 530: loss 1.0711, time 373.42ms, mfu 0.61%
iter 540: loss 1.0551, time 384.30ms, mfu 0.61%
iter 550: loss 1.0522, time 375.23ms, mfu 0.61%
iter 560: loss 1.0540, time 366.96ms, mfu 0.61%
iter 570: loss 1.0214, time 377.78ms, mfu 0.61%
iter 580: loss 1.0084, time 384.28ms, mfu 0.61%
iter 590: loss 0.9746, time 340.39ms, mfu 0.62%
iter 600: loss 1.0296, time 347.59ms, mfu 0.62%
iter 610: loss 0.9985, time 346.83ms, mfu 0.63%
iter 620: loss 1.0237, time 360.42ms, mfu 0.63%
iter 630: loss 1.0291, time 363.69ms, mfu 0.63%
iter 640: loss 0.9500, time 346.62ms, mfu 0.64%
iter 650: loss 0.9284, time 346.82ms, mfu 0.64%
iter 660: loss 0.9755, time 339.78ms, mfu 0.64%
iter 670: loss 0.9473, time 343.86ms, mfu 0.65%
iter 680: loss 0.9569, time 342.36ms, mfu 0.65%
iter 690: loss 0.8985, time 348.77ms, mfu 0.65%
iter 700: loss 0.9855, time 344.65ms, mfu 0.66%
iter 710: loss 0.9328, time 349.42ms, mfu 0.66%
iter 720: loss 0.9446, time 345.83ms, mfu 0.66%
iter 730: loss 0.9419, time 345.98ms, mfu 0.66%
iter 740: loss 0.9177, time 344.46ms, mfu 0.66%
step 750: train loss 0.9298, val loss 0.9280
saving checkpoint to out-exp1-layer8
iter 750: loss 0.9034, time 51348.24ms, mfu 0.60%
iter 760: loss 0.9489, time 373.94ms, mfu 0.60%
iter 770: loss 0.9238, time 373.74ms, mfu 0.60%
iter 780: loss 0.9297, time 379.23ms, mfu 0.60%
iter 790: loss 0.8832, time 373.48ms, mfu 0.60%
iter 800: loss 0.9008, time 372.33ms, mfu 0.61%
iter 810: loss 0.8845, time 369.54ms, mfu 0.61%
iter 820: loss 0.9221, time 376.44ms, mfu 0.61%
iter 830: loss 0.9049, time 370.32ms, mfu 0.61%
iter 840: loss 0.8927, time 365.02ms, mfu 0.61%
iter 850: loss 0.8340, time 378.52ms, mfu 0.62%
iter 860: loss 0.8933, time 378.53ms, mfu 0.62%
iter 870: loss 0.8821, time 375.79ms, mfu 0.62%
iter 880: loss 0.8806, time 375.31ms, mfu 0.62%
iter 890: loss 0.8405, time 372.75ms, mfu 0.62%
iter 900: loss 0.8676, time 373.46ms, mfu 0.62%
iter 910: loss 0.8591, time 369.25ms, mfu 0.62%
iter 920: loss 0.8691, time 372.94ms, mfu 0.62%
iter 930: loss 0.8903, time 372.94ms, mfu 0.62%
iter 940: loss 0.8369, time 370.99ms, mfu 0.62%
iter 950: loss 0.8591, time 367.09ms, mfu 0.62%
iter 960: loss 0.8542, time 371.39ms, mfu 0.62%
iter 970: loss 0.8012, time 370.99ms, mfu 0.62%
iter 980: loss 0.8603, time 371.18ms, mfu 0.62%
iter 990: loss 0.8617, time 366.01ms, mfu 0.63%
step 1000: train loss 0.8382, val loss 0.8407
saving checkpoint to out-exp1-layer8
iter 1000: loss 0.8357, time 52074.42ms, mfu 0.56%
iter 1010: loss 0.8165, time 374.43ms, mfu 0.57%
iter 1020: loss 0.8863, time 362.14ms, mfu 0.58%
iter 1030: loss 0.8161, time 378.70ms, mfu 0.58%
iter 1040: loss 0.8146, time 366.18ms, mfu 0.59%
iter 1050: loss 0.8087, time 369.54ms, mfu 0.59%
iter 1060: loss 0.7959, time 363.99ms, mfu 0.60%
iter 1070: loss 0.8275, time 362.12ms, mfu 0.60%
iter 1080: loss 0.8080, time 376.17ms, mfu 0.60%
iter 1090: loss 0.8308, time 366.20ms, mfu 0.61%
iter 1100: loss 0.8502, time 365.14ms, mfu 0.61%
iter 1110: loss 0.8051, time 367.62ms, mfu 0.61%
iter 1120: loss 0.7763, time 357.32ms, mfu 0.62%
iter 1130: loss 0.7883, time 377.65ms, mfu 0.62%
iter 1140: loss 0.7873, time 363.50ms, mfu 0.62%
iter 1150: loss 0.8222, time 367.24ms, mfu 0.62%
iter 1160: loss 0.7754, time 361.45ms, mfu 0.62%
iter 1170: loss 0.8152, time 363.93ms, mfu 0.62%
iter 1180: loss 0.8220, time 365.70ms, mfu 0.63%
iter 1190: loss 0.7707, time 365.69ms, mfu 0.63%
iter 1200: loss 0.7930, time 365.48ms, mfu 0.63%
iter 1210: loss 0.7632, time 363.46ms, mfu 0.63%
iter 1220: loss 0.7590, time 370.63ms, mfu 0.63%
iter 1230: loss 0.7735, time 371.28ms, mfu 0.63%
iter 1240: loss 0.7539, time 364.68ms, mfu 0.63%
step 1250: train loss 0.7815, val loss 0.7827
saving checkpoint to out-exp1-layer8
iter 1250: loss 0.7766, time 50771.87ms, mfu 0.57%
iter 1260: loss 0.8164, time 335.80ms, mfu 0.58%
iter 1270: loss 0.7653, time 346.76ms, mfu 0.59%
iter 1280: loss 0.7911, time 339.81ms, mfu 0.60%
iter 1290: loss 0.7589, time 344.17ms, mfu 0.61%
iter 1300: loss 0.7743, time 335.59ms, mfu 0.62%
iter 1310: loss 0.7644, time 337.77ms, mfu 0.62%
iter 1320: loss 0.7971, time 337.13ms, mfu 0.63%
iter 1330: loss 0.7955, time 336.97ms, mfu 0.64%
iter 1340: loss 0.7791, time 343.28ms, mfu 0.64%
iter 1350: loss 0.7660, time 338.28ms, mfu 0.65%
iter 1360: loss 0.7482, time 338.10ms, mfu 0.65%
iter 1370: loss 0.7652, time 338.86ms, mfu 0.65%
iter 1380: loss 0.7688, time 337.29ms, mfu 0.66%
iter 1390: loss 0.7340, time 338.43ms, mfu 0.66%
iter 1400: loss 0.7594, time 349.26ms, mfu 0.66%
iter 1410: loss 0.7434, time 346.21ms, mfu 0.66%
iter 1420: loss 0.7938, time 344.16ms, mfu 0.66%
iter 1430: loss 0.7491, time 345.53ms, mfu 0.67%
iter 1440: loss 0.7705, time 352.41ms, mfu 0.66%
iter 1450: loss 0.7501, time 359.61ms, mfu 0.66%
iter 1460: loss 0.7158, time 375.16ms, mfu 0.66%
iter 1470: loss 0.7891, time 370.07ms, mfu 0.66%
iter 1480: loss 0.7461, time 368.29ms, mfu 0.65%
iter 1490: loss 0.7435, time 365.03ms, mfu 0.65%
step 1500: train loss 0.7421, val loss 0.7449
saving checkpoint to out-exp1-layer8
iter 1500: loss 0.7656, time 52505.48ms, mfu 0.59%
iter 1510: loss 0.7191, time 368.87ms, mfu 0.59%
iter 1520: loss 0.7479, time 374.83ms, mfu 0.60%
iter 1530: loss 0.7702, time 372.72ms, mfu 0.60%
iter 1540: loss 0.7054, time 369.37ms, mfu 0.60%
iter 1550: loss 0.7348, time 365.99ms, mfu 0.61%
iter 1560: loss 0.7209, time 374.18ms, mfu 0.61%
iter 1570: loss 0.7625, time 393.33ms, mfu 0.61%
iter 1580: loss 0.7423, time 368.95ms, mfu 0.61%
iter 1590: loss 0.6978, time 373.51ms, mfu 0.61%
iter 1600: loss 0.7426, time 374.50ms, mfu 0.61%
iter 1610: loss 0.7456, time 376.83ms, mfu 0.61%
iter 1620: loss 0.6968, time 363.37ms, mfu 0.61%
iter 1630: loss 0.7480, time 373.16ms, mfu 0.62%
iter 1640: loss 0.7224, time 381.15ms, mfu 0.62%
iter 1650: loss 0.7051, time 368.90ms, mfu 0.62%
iter 1660: loss 0.7209, time 362.48ms, mfu 0.62%
iter 1670: loss 0.7147, time 380.24ms, mfu 0.62%
iter 1680: loss 0.7383, time 368.85ms, mfu 0.62%
iter 1690: loss 0.7452, time 362.70ms, mfu 0.62%
iter 1700: loss 0.7012, time 371.61ms, mfu 0.62%
iter 1710: loss 0.7398, time 386.28ms, mfu 0.62%
iter 1720: loss 0.7059, time 370.16ms, mfu 0.62%
iter 1730: loss 0.7475, time 365.56ms, mfu 0.62%
iter 1740: loss 0.6972, time 371.19ms, mfu 0.62%
step 1750: train loss 0.7147, val loss 0.7159
saving checkpoint to out-exp1-layer8
iter 1750: loss 0.7209, time 51614.12ms, mfu 0.56%
iter 1760: loss 0.7045, time 337.72ms, mfu 0.58%
iter 1770: loss 0.7130, time 351.04ms, mfu 0.58%
iter 1780: loss 0.7295, time 348.90ms, mfu 0.59%
iter 1790: loss 0.7152, time 342.50ms, mfu 0.60%
iter 1800: loss 0.7141, time 354.05ms, mfu 0.61%
iter 1810: loss 0.7190, time 345.30ms, mfu 0.61%
iter 1820: loss 0.6957, time 357.29ms, mfu 0.62%
iter 1830: loss 0.7152, time 352.62ms, mfu 0.62%
iter 1840: loss 0.7087, time 339.20ms, mfu 0.63%
iter 1850: loss 0.6927, time 340.71ms, mfu 0.63%
iter 1860: loss 0.7025, time 357.64ms, mfu 0.64%
iter 1870: loss 0.6884, time 344.78ms, mfu 0.64%
iter 1880: loss 0.6834, time 345.10ms, mfu 0.64%
iter 1890: loss 0.7183, time 351.56ms, mfu 0.65%
iter 1900: loss 0.7069, time 342.72ms, mfu 0.65%
iter 1910: loss 0.7170, time 340.63ms, mfu 0.65%
iter 1920: loss 0.7123, time 351.58ms, mfu 0.65%
iter 1930: loss 0.6969, time 347.74ms, mfu 0.66%
iter 1940: loss 0.7061, time 349.29ms, mfu 0.66%
iter 1950: loss 0.6751, time 348.45ms, mfu 0.66%
iter 1960: loss 0.7230, time 342.06ms, mfu 0.66%
iter 1970: loss 0.6844, time 349.10ms, mfu 0.66%
iter 1980: loss 0.7050, time 350.62ms, mfu 0.66%
iter 1990: loss 0.7336, time 344.97ms, mfu 0.66%
step 2000: train loss 0.7011, val loss 0.7026
saving checkpoint to out-exp1-layer8
iter 2000: loss 0.7263, time 50391.94ms, mfu 0.60%
iter 2010: loss 0.6938, time 369.49ms, mfu 0.60%
iter 2020: loss 0.6942, time 370.24ms, mfu 0.60%
iter 2030: loss 0.6600, time 383.89ms, mfu 0.60%
iter 2040: loss 0.7322, time 375.90ms, mfu 0.61%
iter 2050: loss 0.7035, time 377.31ms, mfu 0.61%
iter 2060: loss 0.7063, time 374.49ms, mfu 0.61%
iter 2070: loss 0.7299, time 381.04ms, mfu 0.61%
iter 2080: loss 0.7261, time 376.81ms, mfu 0.61%
iter 2090: loss 0.6951, time 378.34ms, mfu 0.61%
iter 2100: loss 0.7321, time 376.09ms, mfu 0.61%
iter 2110: loss 0.7104, time 379.73ms, mfu 0.61%
iter 2120: loss 0.6879, time 379.20ms, mfu 0.61%
iter 2130: loss 0.7482, time 376.69ms, mfu 0.61%
iter 2140: loss 0.6592, time 377.09ms, mfu 0.61%
iter 2150: loss 0.7046, time 378.52ms, mfu 0.61%
iter 2160: loss 0.6727, time 422.46ms, mfu 0.61%
iter 2170: loss 0.6881, time 348.03ms, mfu 0.61%
iter 2180: loss 0.7153, time 347.24ms, mfu 0.62%
iter 2190: loss 0.6706, time 347.66ms, mfu 0.62%
iter 2200: loss 0.6839, time 350.81ms, mfu 0.63%
iter 2210: loss 0.6810, time 348.19ms, mfu 0.63%
iter 2220: loss 0.6946, time 341.29ms, mfu 0.64%
iter 2230: loss 0.6903, time 344.89ms, mfu 0.64%
iter 2240: loss 0.7047, time 339.17ms, mfu 0.65%
step 2250: train loss 0.6760, val loss 0.6768
saving checkpoint to out-exp1-layer8
iter 2250: loss 0.7142, time 50806.26ms, mfu 0.58%
iter 2260: loss 0.6499, time 386.49ms, mfu 0.58%
iter 2270: loss 0.6561, time 369.00ms, mfu 0.59%
iter 2280: loss 0.7065, time 375.62ms, mfu 0.59%
iter 2290: loss 0.6800, time 369.65ms, mfu 0.60%
iter 2300: loss 0.6682, time 369.78ms, mfu 0.60%
iter 2310: loss 0.6233, time 369.46ms, mfu 0.60%
iter 2320: loss 0.6767, time 365.27ms, mfu 0.61%
iter 2330: loss 0.7009, time 389.02ms, mfu 0.61%
iter 2340: loss 0.6845, time 404.71ms, mfu 0.60%
iter 2350: loss 0.6620, time 344.60ms, mfu 0.61%
iter 2360: loss 0.6669, time 353.14ms, mfu 0.62%
iter 2370: loss 0.6664, time 341.50ms, mfu 0.62%
iter 2380: loss 0.6714, time 346.30ms, mfu 0.63%
iter 2390: loss 0.6659, time 349.76ms, mfu 0.63%
iter 2400: loss 0.6736, time 349.11ms, mfu 0.63%
iter 2410: loss 0.6298, time 351.47ms, mfu 0.64%
iter 2420: loss 0.6333, time 349.34ms, mfu 0.64%
iter 2430: loss 0.6685, time 348.35ms, mfu 0.64%
iter 2440: loss 0.6335, time 336.46ms, mfu 0.65%
iter 2450: loss 0.6318, time 350.11ms, mfu 0.65%
iter 2460: loss 0.6380, time 340.34ms, mfu 0.65%
iter 2470: loss 0.6771, time 344.17ms, mfu 0.66%
iter 2480: loss 0.6781, time 347.42ms, mfu 0.66%
iter 2490: loss 0.6409, time 344.34ms, mfu 0.66%
step 2500: train loss 0.6640, val loss 0.6638
saving checkpoint to out-exp1-layer8
iter 2500: loss 0.6344, time 49515.05ms, mfu 0.59%
iter 2510: loss 0.6550, time 346.42ms, mfu 0.60%
iter 2520: loss 0.6370, time 347.14ms, mfu 0.61%
iter 2530: loss 0.6548, time 351.97ms, mfu 0.61%
iter 2540: loss 0.6664, time 344.72ms, mfu 0.62%
iter 2550: loss 0.6912, time 352.09ms, mfu 0.62%
iter 2560: loss 0.6979, time 342.64ms, mfu 0.63%
iter 2570: loss 0.6613, time 371.73ms, mfu 0.63%
iter 2580: loss 0.6496, time 374.72ms, mfu 0.63%
iter 2590: loss 0.6845, time 379.42ms, mfu 0.63%
iter 2600: loss 0.6531, time 383.36ms, mfu 0.63%
iter 2610: loss 0.6308, time 372.13ms, mfu 0.63%
iter 2620: loss 0.6715, time 351.54ms, mfu 0.63%
iter 2630: loss 0.6447, time 347.31ms, mfu 0.63%
iter 2640: loss 0.6501, time 345.49ms, mfu 0.64%
iter 2650: loss 0.6663, time 337.47ms, mfu 0.64%
iter 2660: loss 0.7015, time 345.15ms, mfu 0.65%
iter 2670: loss 0.6496, time 339.06ms, mfu 0.65%
iter 2680: loss 0.6294, time 345.15ms, mfu 0.65%
iter 2690: loss 0.6634, time 347.11ms, mfu 0.66%
iter 2700: loss 0.6360, time 344.01ms, mfu 0.66%
iter 2710: loss 0.6522, time 352.01ms, mfu 0.66%
iter 2720: loss 0.6488, time 337.04ms, mfu 0.66%
iter 2730: loss 0.6362, time 353.20ms, mfu 0.66%
iter 2740: loss 0.6595, time 338.73ms, mfu 0.66%
step 2750: train loss 0.6495, val loss 0.6507
saving checkpoint to out-exp1-layer8
iter 2750: loss 0.6372, time 52125.08ms, mfu 0.60%
iter 2760: loss 0.6536, time 374.31ms, mfu 0.60%
iter 2770: loss 0.6692, time 387.17ms, mfu 0.60%
iter 2780: loss 0.6313, time 375.45ms, mfu 0.60%
iter 2790: loss 0.6286, time 374.55ms, mfu 0.60%
iter 2800: loss 0.6262, time 369.83ms, mfu 0.61%
iter 2810: loss 0.6444, time 387.37ms, mfu 0.61%
iter 2820: loss 0.6404, time 390.86ms, mfu 0.61%
iter 2830: loss 0.6596, time 372.04ms, mfu 0.61%
iter 2840: loss 0.6631, time 375.25ms, mfu 0.61%
iter 2850: loss 0.6481, time 384.18ms, mfu 0.61%
iter 2860: loss 0.6286, time 368.13ms, mfu 0.61%
iter 2870: loss 0.6678, time 369.53ms, mfu 0.61%
iter 2880: loss 0.6533, time 379.31ms, mfu 0.61%
iter 2890: loss 0.6240, time 379.04ms, mfu 0.61%
iter 2900: loss 0.6636, time 374.87ms, mfu 0.61%
iter 2910: loss 0.6012, time 367.78ms, mfu 0.62%
iter 2920: loss 0.6366, time 376.22ms, mfu 0.62%
iter 2930: loss 0.6294, time 375.14ms, mfu 0.62%
iter 2940: loss 0.6616, time 369.77ms, mfu 0.62%
iter 2950: loss 0.6560, time 369.64ms, mfu 0.62%
iter 2960: loss 0.6360, time 393.84ms, mfu 0.62%
iter 2970: loss 0.6100, time 372.47ms, mfu 0.62%
iter 2980: loss 0.6691, time 379.79ms, mfu 0.62%
iter 2990: loss 0.6620, time 374.76ms, mfu 0.62%
step 3000: train loss 0.6378, val loss 0.6332
saving checkpoint to out-exp1-layer8
iter 3000: loss 0.6290, time 50818.99ms, mfu 0.56%
iter 3010: loss 0.6315, time 339.78ms, mfu 0.57%
iter 3020: loss 0.6441, time 341.49ms, mfu 0.58%
iter 3030: loss 0.6243, time 340.52ms, mfu 0.59%
iter 3040: loss 0.6228, time 341.81ms, mfu 0.60%
iter 3050: loss 0.6786, time 338.47ms, mfu 0.61%
iter 3060: loss 0.6487, time 337.82ms, mfu 0.62%
iter 3070: loss 0.6303, time 343.36ms, mfu 0.62%
iter 3080: loss 0.6189, time 340.65ms, mfu 0.63%
iter 3090: loss 0.5922, time 337.34ms, mfu 0.64%
iter 3100: loss 0.6081, time 339.78ms, mfu 0.64%
iter 3110: loss 0.6342, time 342.10ms, mfu 0.65%
iter 3120: loss 0.6245, time 347.80ms, mfu 0.65%
iter 3130: loss 0.6172, time 342.67ms, mfu 0.65%
iter 3140: loss 0.6157, time 339.25ms, mfu 0.65%
iter 3150: loss 0.6306, time 344.47ms, mfu 0.66%
iter 3160: loss 0.6248, time 345.72ms, mfu 0.66%
iter 3170: loss 0.6185, time 346.25ms, mfu 0.66%
iter 3180: loss 0.6462, time 335.39ms, mfu 0.66%
iter 3190: loss 0.6280, time 337.09ms, mfu 0.67%
iter 3200: loss 0.6093, time 339.04ms, mfu 0.67%
iter 3210: loss 0.6549, time 338.02ms, mfu 0.67%
iter 3220: loss 0.6212, time 347.84ms, mfu 0.67%
iter 3230: loss 0.6155, time 338.82ms, mfu 0.67%
iter 3240: loss 0.6304, time 344.18ms, mfu 0.67%
step 3250: train loss 0.6265, val loss 0.6289
saving checkpoint to out-exp1-layer8
iter 3250: loss 0.6438, time 52038.78ms, mfu 0.61%
iter 3260: loss 0.6118, time 372.51ms, mfu 0.61%
iter 3270: loss 0.6092, time 369.69ms, mfu 0.61%
iter 3280: loss 0.6348, time 376.66ms, mfu 0.61%
iter 3290: loss 0.6227, time 376.54ms, mfu 0.61%
iter 3300: loss 0.6505, time 380.42ms, mfu 0.61%
iter 3310: loss 0.6227, time 368.20ms, mfu 0.61%
iter 3320: loss 0.6104, time 371.12ms, mfu 0.62%
iter 3330: loss 0.6032, time 375.98ms, mfu 0.62%
iter 3340: loss 0.5942, time 371.62ms, mfu 0.62%
iter 3350: loss 0.6149, time 370.60ms, mfu 0.62%
iter 3360: loss 0.6188, time 378.73ms, mfu 0.62%
iter 3370: loss 0.6386, time 370.07ms, mfu 0.62%
iter 3380: loss 0.6460, time 369.55ms, mfu 0.62%
iter 3390: loss 0.5914, time 378.14ms, mfu 0.62%
iter 3400: loss 0.5983, time 374.57ms, mfu 0.62%
iter 3410: loss 0.6416, time 370.72ms, mfu 0.62%
iter 3420: loss 0.6280, time 373.03ms, mfu 0.62%
iter 3430: loss 0.5951, time 394.00ms, mfu 0.62%
iter 3440: loss 0.6312, time 368.60ms, mfu 0.62%
iter 3450: loss 0.6400, time 366.63ms, mfu 0.62%
iter 3460: loss 0.5953, time 370.59ms, mfu 0.62%
iter 3470: loss 0.6199, time 369.67ms, mfu 0.62%
iter 3480: loss 0.6292, time 371.49ms, mfu 0.62%
iter 3490: loss 0.6140, time 368.97ms, mfu 0.62%
step 3500: train loss 0.6183, val loss 0.6202
saving checkpoint to out-exp1-layer8
iter 3500: loss 0.5833, time 52171.48ms, mfu 0.56%
iter 3510: loss 0.6273, time 368.00ms, mfu 0.57%
iter 3520: loss 0.6221, time 369.90ms, mfu 0.58%
iter 3530: loss 0.5837, time 364.81ms, mfu 0.58%
iter 3540: loss 0.6290, time 369.44ms, mfu 0.59%
iter 3550: loss 0.6331, time 368.41ms, mfu 0.59%
iter 3560: loss 0.6241, time 375.12ms, mfu 0.59%
iter 3570: loss 0.6219, time 368.03ms, mfu 0.60%
iter 3580: loss 0.6196, time 370.97ms, mfu 0.60%
iter 3590: loss 0.6255, time 370.02ms, mfu 0.60%
iter 3600: loss 0.6013, time 380.18ms, mfu 0.61%
iter 3610: loss 0.6342, time 363.42ms, mfu 0.61%
iter 3620: loss 0.6439, time 367.35ms, mfu 0.61%
iter 3630: loss 0.5959, time 366.32ms, mfu 0.61%
iter 3640: loss 0.5793, time 363.35ms, mfu 0.62%
iter 3650: loss 0.6251, time 375.51ms, mfu 0.62%
iter 3660: loss 0.6027, time 369.37ms, mfu 0.62%
iter 3670: loss 0.6119, time 374.02ms, mfu 0.62%
iter 3680: loss 0.5946, time 373.39ms, mfu 0.62%
iter 3690: loss 0.6229, time 361.09ms, mfu 0.62%
iter 3700: loss 0.5884, time 356.70ms, mfu 0.63%
iter 3710: loss 0.6477, time 368.30ms, mfu 0.63%
iter 3720: loss 0.6107, time 362.87ms, mfu 0.63%
iter 3730: loss 0.5983, time 362.01ms, mfu 0.63%
iter 3740: loss 0.6141, time 368.43ms, mfu 0.63%
step 3750: train loss 0.6083, val loss 0.6075
saving checkpoint to out-exp1-layer8
iter 3750: loss 0.6348, time 51444.62ms, mfu 0.57%
iter 3760: loss 0.5751, time 369.29ms, mfu 0.57%
iter 3770: loss 0.5993, time 354.48ms, mfu 0.58%
iter 3780: loss 0.6301, time 372.58ms, mfu 0.59%
iter 3790: loss 0.6182, time 369.64ms, mfu 0.59%
iter 3800: loss 0.5953, time 360.17ms, mfu 0.60%
