Overriding config with config/exp2_width.py:
# Experiment 2 - Width sweep
# Vary: n_embd ∈ {128, 192, 256, 384}
# Fixed: n_layer = 6, n_head = 8, dropout = 0.0

out_dir = 'out-exp2-width'
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp2-width'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6
n_head = 8
n_embd = 256  # overridden via command line
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp2-embd192
Overriding: n_embd = 192
Overriding: wandb_run_name = exp2-embd192
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 2.70M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 26, with 2,747,136 parameters
num non-decayed parameter tensors: 13, with 2,496 parameters
iter 1090: loss 0.9056, time 203.53ms, mfu 0.48%
iter 1100: loss 0.9142, time 206.16ms, mfu 0.48%
iter 1110: loss 0.9064, time 199.56ms, mfu 0.49%
iter 1120: loss 0.9073, time 204.17ms, mfu 0.49%
iter 1130: loss 0.8899, time 202.32ms, mfu 0.49%
iter 1140: loss 0.8649, time 200.84ms, mfu 0.49%
iter 1150: loss 0.8887, time 202.83ms, mfu 0.50%
iter 1160: loss 0.8616, time 200.58ms, mfu 0.50%
iter 1170: loss 0.8967, time 197.59ms, mfu 0.50%
iter 1180: loss 0.8521, time 200.42ms, mfu 0.50%
iter 1190: loss 0.8499, time 200.94ms, mfu 0.50%
iter 1200: loss 0.9047, time 205.96ms, mfu 0.50%
iter 1210: loss 0.9150, time 200.10ms, mfu 0.51%
iter 1220: loss 0.8338, time 199.31ms, mfu 0.51%
iter 1230: loss 0.8752, time 199.63ms, mfu 0.51%
iter 1240: loss 0.8668, time 201.70ms, mfu 0.51%
step 1250: train loss 0.8655, val loss 0.8657
saving checkpoint to out-exp2-embd192
iter 1250: loss 0.8626, time 30128.59ms, mfu 0.46%
iter 1260: loss 0.8497, time 210.30ms, mfu 0.46%
iter 1270: loss 0.8963, time 209.38ms, mfu 0.46%
iter 1280: loss 0.8470, time 210.29ms, mfu 0.47%
iter 1290: loss 0.8548, time 214.30ms, mfu 0.47%
iter 1300: loss 0.8383, time 214.38ms, mfu 0.47%
iter 1310: loss 0.8486, time 209.33ms, mfu 0.47%
iter 1320: loss 0.8353, time 215.28ms, mfu 0.47%
iter 1330: loss 0.8072, time 214.08ms, mfu 0.48%
iter 1340: loss 0.8270, time 210.06ms, mfu 0.48%
iter 1350: loss 0.8539, time 211.92ms, mfu 0.48%
iter 1360: loss 0.8642, time 207.17ms, mfu 0.48%
iter 1370: loss 0.8193, time 214.42ms, mfu 0.48%
iter 1380: loss 0.8542, time 217.33ms, mfu 0.48%
iter 1390: loss 0.8278, time 214.99ms, mfu 0.48%
iter 1400: loss 0.7679, time 215.77ms, mfu 0.48%
iter 1410: loss 0.8344, time 213.76ms, mfu 0.48%
iter 1420: loss 0.7993, time 213.31ms, mfu 0.48%
iter 1430: loss 0.8402, time 210.52ms, mfu 0.48%
iter 1440: loss 0.8176, time 209.09ms, mfu 0.48%
iter 1450: loss 0.8440, time 211.90ms, mfu 0.48%
iter 1460: loss 0.8298, time 211.39ms, mfu 0.49%
iter 1470: loss 0.8078, time 214.01ms, mfu 0.48%
iter 1480: loss 0.8194, time 211.40ms, mfu 0.49%
iter 1490: loss 0.8342, time 215.81ms, mfu 0.48%
step 1500: train loss 0.8137, val loss 0.8136
saving checkpoint to out-exp2-embd192
iter 1500: loss 0.8007, time 30407.55ms, mfu 0.44%
iter 1510: loss 0.7564, time 210.51ms, mfu 0.44%
iter 1520: loss 0.7960, time 211.05ms, mfu 0.45%
iter 1530: loss 0.7936, time 210.62ms, mfu 0.45%
iter 1540: loss 0.8287, time 209.58ms, mfu 0.46%
iter 1550: loss 0.7904, time 216.40ms, mfu 0.46%
iter 1560: loss 0.7948, time 212.27ms, mfu 0.46%
iter 1570: loss 0.8067, time 209.49ms, mfu 0.46%
iter 1580: loss 0.7959, time 211.22ms, mfu 0.47%
iter 1590: loss 0.8157, time 210.55ms, mfu 0.47%
iter 1600: loss 0.8401, time 213.25ms, mfu 0.47%
iter 1610: loss 0.7982, time 208.03ms, mfu 0.47%
iter 1620: loss 0.7864, time 210.96ms, mfu 0.48%
iter 1630: loss 0.7943, time 213.03ms, mfu 0.48%
iter 1640: loss 0.7755, time 213.48ms, mfu 0.48%
iter 1650: loss 0.8058, time 210.18ms, mfu 0.48%
iter 1660: loss 0.8291, time 211.71ms, mfu 0.48%
iter 1670: loss 0.8024, time 210.88ms, mfu 0.48%
iter 1680: loss 0.7818, time 210.53ms, mfu 0.48%
iter 1690: loss 0.8064, time 208.66ms, mfu 0.48%
iter 1700: loss 0.8106, time 208.78ms, mfu 0.49%
iter 1710: loss 0.8158, time 213.68ms, mfu 0.49%
iter 1720: loss 0.7877, time 217.49ms, mfu 0.48%
iter 1730: loss 0.7830, time 209.94ms, mfu 0.49%
iter 1740: loss 0.8013, time 205.86ms, mfu 0.49%
step 1750: train loss 0.7777, val loss 0.7791
saving checkpoint to out-exp2-embd192
iter 1750: loss 0.7927, time 30089.58ms, mfu 0.44%
iter 1760: loss 0.8060, time 209.22ms, mfu 0.44%
iter 1770: loss 0.7686, time 209.85ms, mfu 0.45%
iter 1780: loss 0.7939, time 209.55ms, mfu 0.45%
iter 1790: loss 0.7952, time 205.32ms, mfu 0.46%
iter 1800: loss 0.7750, time 213.88ms, mfu 0.46%
iter 1810: loss 0.7814, time 212.98ms, mfu 0.46%
iter 1820: loss 0.7612, time 210.32ms, mfu 0.47%
iter 1830: loss 0.7889, time 206.44ms, mfu 0.47%
iter 1840: loss 0.7242, time 210.73ms, mfu 0.47%
iter 1850: loss 0.7372, time 208.34ms, mfu 0.48%
iter 1860: loss 0.7609, time 209.21ms, mfu 0.48%
iter 1870: loss 0.7653, time 204.70ms, mfu 0.48%
iter 1880: loss 0.7938, time 207.04ms, mfu 0.48%
iter 1890: loss 0.7374, time 204.01ms, mfu 0.48%
iter 1900: loss 0.7624, time 211.78ms, mfu 0.49%
iter 1910: loss 0.7913, time 209.62ms, mfu 0.49%
iter 1920: loss 0.7677, time 214.99ms, mfu 0.49%
iter 1930: loss 0.7378, time 213.63ms, mfu 0.49%
iter 1940: loss 0.7761, time 208.42ms, mfu 0.49%
iter 1950: loss 0.7693, time 209.31ms, mfu 0.49%
iter 1960: loss 0.7724, time 209.96ms, mfu 0.49%
iter 1970: loss 0.7565, time 208.47ms, mfu 0.49%
iter 1980: loss 0.7613, time 210.71ms, mfu 0.49%
iter 1990: loss 0.7449, time 205.75ms, mfu 0.49%
step 2000: train loss 0.7518, val loss 0.7496
saving checkpoint to out-exp2-embd192
iter 2000: loss 0.7353, time 30007.56ms, mfu 0.44%
iter 2010: loss 0.7295, time 208.44ms, mfu 0.45%
iter 2020: loss 0.7734, time 210.00ms, mfu 0.45%
iter 2030: loss 0.7707, time 210.85ms, mfu 0.46%
iter 2040: loss 0.7195, time 208.48ms, mfu 0.46%
iter 2050: loss 0.7773, time 213.10ms, mfu 0.46%
iter 2060: loss 0.7376, time 207.72ms, mfu 0.47%
iter 2070: loss 0.7664, time 207.63ms, mfu 0.47%
iter 2080: loss 0.7484, time 208.61ms, mfu 0.47%
iter 2090: loss 0.8001, time 207.73ms, mfu 0.48%
iter 2100: loss 0.7529, time 209.54ms, mfu 0.48%
iter 2110: loss 0.7690, time 208.44ms, mfu 0.48%
iter 2120: loss 0.7300, time 207.04ms, mfu 0.48%
iter 2130: loss 0.7329, time 207.34ms, mfu 0.48%
iter 2140: loss 0.7778, time 210.46ms, mfu 0.48%
iter 2150: loss 0.7439, time 211.02ms, mfu 0.48%
iter 2160: loss 0.7204, time 209.62ms, mfu 0.49%
iter 2170: loss 0.7216, time 209.82ms, mfu 0.49%
iter 2180: loss 0.7134, time 205.12ms, mfu 0.49%
iter 2190: loss 0.7593, time 205.43ms, mfu 0.49%
iter 2200: loss 0.7520, time 215.03ms, mfu 0.49%
iter 2210: loss 0.7301, time 207.28ms, mfu 0.49%
iter 2220: loss 0.7487, time 208.72ms, mfu 0.49%
iter 2230: loss 0.7350, time 208.86ms, mfu 0.49%
iter 2240: loss 0.7234, time 210.39ms, mfu 0.49%
step 2250: train loss 0.7335, val loss 0.7298
saving checkpoint to out-exp2-embd192
iter 2250: loss 0.7600, time 29955.26ms, mfu 0.44%
iter 2260: loss 0.7298, time 206.27ms, mfu 0.45%
iter 2270: loss 0.7024, time 206.36ms, mfu 0.45%
iter 2280: loss 0.7180, time 220.28ms, mfu 0.46%
iter 2290: loss 0.7557, time 210.55ms, mfu 0.46%
iter 2300: loss 0.7348, time 206.07ms, mfu 0.46%
iter 2310: loss 0.7353, time 210.53ms, mfu 0.47%
iter 2320: loss 0.7149, time 208.94ms, mfu 0.47%
iter 2330: loss 0.7334, time 206.06ms, mfu 0.47%
iter 2340: loss 0.7214, time 204.73ms, mfu 0.48%
iter 2350: loss 0.7218, time 211.50ms, mfu 0.48%
iter 2360: loss 0.7748, time 209.37ms, mfu 0.48%
iter 2370: loss 0.6896, time 206.43ms, mfu 0.48%
iter 2380: loss 0.7241, time 209.29ms, mfu 0.48%
iter 2390: loss 0.7249, time 209.98ms, mfu 0.48%
iter 2400: loss 0.6920, time 208.75ms, mfu 0.49%
iter 2410: loss 0.7101, time 207.77ms, mfu 0.49%
iter 2420: loss 0.7280, time 209.40ms, mfu 0.49%
iter 2430: loss 0.7095, time 211.43ms, mfu 0.49%
iter 2440: loss 0.7068, time 206.29ms, mfu 0.49%
iter 2450: loss 0.7016, time 204.38ms, mfu 0.49%
iter 2460: loss 0.7109, time 207.27ms, mfu 0.49%
iter 2470: loss 0.7097, time 210.05ms, mfu 0.49%
iter 2480: loss 0.7515, time 208.85ms, mfu 0.49%
iter 2490: loss 0.7260, time 207.80ms, mfu 0.49%
step 2500: train loss 0.7141, val loss 0.7151
saving checkpoint to out-exp2-embd192
iter 2500: loss 0.7410, time 29924.93ms, mfu 0.44%
iter 2510: loss 0.7230, time 210.26ms, mfu 0.45%
iter 2520: loss 0.6948, time 208.60ms, mfu 0.45%
iter 2530: loss 0.6934, time 218.14ms, mfu 0.46%
iter 2540: loss 0.7287, time 209.07ms, mfu 0.46%
iter 2550: loss 0.6877, time 207.91ms, mfu 0.46%
iter 2560: loss 0.7252, time 207.97ms, mfu 0.47%
iter 2570: loss 0.7025, time 209.99ms, mfu 0.47%
iter 2580: loss 0.7273, time 211.89ms, mfu 0.47%
iter 2590: loss 0.7066, time 210.27ms, mfu 0.47%
iter 2600: loss 0.6964, time 205.73ms, mfu 0.48%
iter 2610: loss 0.7439, time 203.72ms, mfu 0.48%
iter 2620: loss 0.7019, time 208.02ms, mfu 0.48%
iter 2630: loss 0.7112, time 211.13ms, mfu 0.48%
iter 2640: loss 0.7120, time 208.60ms, mfu 0.48%
iter 2650: loss 0.6834, time 206.95ms, mfu 0.49%
iter 2660: loss 0.6650, time 210.83ms, mfu 0.49%
iter 2670: loss 0.7187, time 211.48ms, mfu 0.49%
iter 2680: loss 0.7015, time 209.98ms, mfu 0.49%
iter 2690: loss 0.7387, time 209.83ms, mfu 0.49%
iter 2700: loss 0.7159, time 212.88ms, mfu 0.49%
iter 2710: loss 0.7296, time 206.42ms, mfu 0.49%
iter 2720: loss 0.7102, time 205.48ms, mfu 0.49%
iter 2730: loss 0.6977, time 208.01ms, mfu 0.49%
iter 2740: loss 0.7056, time 209.75ms, mfu 0.49%
step 2750: train loss 0.7033, val loss 0.7039
saving checkpoint to out-exp2-embd192
iter 2750: loss 0.6994, time 30040.96ms, mfu 0.44%
iter 2760: loss 0.7073, time 206.34ms, mfu 0.45%
iter 2770: loss 0.7085, time 206.93ms, mfu 0.45%
iter 2780: loss 0.7020, time 210.43ms, mfu 0.46%
iter 2790: loss 0.7191, time 207.59ms, mfu 0.46%
iter 2800: loss 0.6862, time 206.36ms, mfu 0.47%
iter 2810: loss 0.7162, time 211.24ms, mfu 0.47%
iter 2820: loss 0.6927, time 212.85ms, mfu 0.47%
iter 2830: loss 0.6895, time 211.33ms, mfu 0.47%
iter 2840: loss 0.7285, time 209.07ms, mfu 0.47%
iter 2850: loss 0.6740, time 213.03ms, mfu 0.48%
iter 2860: loss 0.7106, time 207.75ms, mfu 0.48%
iter 2870: loss 0.6736, time 207.16ms, mfu 0.48%
iter 2880: loss 0.6830, time 213.24ms, mfu 0.48%
iter 2890: loss 0.6779, time 210.15ms, mfu 0.48%
iter 2900: loss 0.7032, time 206.44ms, mfu 0.48%
iter 2910: loss 0.6623, time 205.90ms, mfu 0.49%
iter 2920: loss 0.7211, time 207.80ms, mfu 0.49%
iter 2930: loss 0.6635, time 210.74ms, mfu 0.49%
iter 2940: loss 0.7162, time 207.14ms, mfu 0.49%
iter 2950: loss 0.6835, time 208.81ms, mfu 0.49%
iter 2960: loss 0.6709, time 210.76ms, mfu 0.49%
iter 2970: loss 0.6629, time 212.07ms, mfu 0.49%
iter 2980: loss 0.6717, time 207.93ms, mfu 0.49%
iter 2990: loss 0.6847, time 207.57ms, mfu 0.49%
step 3000: train loss 0.6880, val loss 0.6883
saving checkpoint to out-exp2-embd192
iter 3000: loss 0.6793, time 29947.60ms, mfu 0.44%
iter 3010: loss 0.6597, time 212.05ms, mfu 0.45%
iter 3020: loss 0.7120, time 204.49ms, mfu 0.45%
iter 3030: loss 0.6670, time 204.84ms, mfu 0.46%
iter 3040: loss 0.6661, time 209.12ms, mfu 0.46%
iter 3050: loss 0.6712, time 206.87ms, mfu 0.47%
iter 3060: loss 0.7213, time 209.01ms, mfu 0.47%
iter 3070: loss 0.7125, time 209.46ms, mfu 0.47%
iter 3080: loss 0.6834, time 208.79ms, mfu 0.47%
iter 3090: loss 0.6746, time 209.01ms, mfu 0.48%
iter 3100: loss 0.6784, time 189.11ms, mfu 0.48%
iter 3110: loss 0.6720, time 186.19ms, mfu 0.49%
iter 3120: loss 0.6749, time 188.78ms, mfu 0.50%
iter 3130: loss 0.6691, time 187.56ms, mfu 0.50%
iter 3140: loss 0.6838, time 185.75ms, mfu 0.51%
iter 3150: loss 0.7012, time 185.85ms, mfu 0.51%
iter 3160: loss 0.6780, time 190.09ms, mfu 0.52%
iter 3170: loss 0.6938, time 188.60ms, mfu 0.52%
iter 3180: loss 0.6680, time 187.31ms, mfu 0.52%
iter 3190: loss 0.6315, time 188.67ms, mfu 0.53%
iter 3200: loss 0.6789, time 187.09ms, mfu 0.53%
iter 3210: loss 0.6819, time 186.09ms, mfu 0.53%
iter 3220: loss 0.6889, time 186.01ms, mfu 0.53%
iter 3230: loss 0.6815, time 186.79ms, mfu 0.54%
iter 3240: loss 0.6670, time 189.77ms, mfu 0.54%
step 3250: train loss 0.6783, val loss 0.6776
saving checkpoint to out-exp2-embd192
iter 3250: loss 0.6887, time 27265.10ms, mfu 0.48%
iter 3260: loss 0.6488, time 187.38ms, mfu 0.49%
iter 3270: loss 0.6718, time 187.94ms, mfu 0.50%
iter 3280: loss 0.6884, time 187.19ms, mfu 0.50%
iter 3290: loss 0.6999, time 187.58ms, mfu 0.51%
iter 3300: loss 0.6664, time 187.06ms, mfu 0.51%
iter 3310: loss 0.6620, time 184.76ms, mfu 0.52%
iter 3320: loss 0.6674, time 191.20ms, mfu 0.52%
iter 3330: loss 0.6834, time 190.64ms, mfu 0.52%
iter 3340: loss 0.6344, time 189.24ms, mfu 0.52%
iter 3350: loss 0.6767, time 188.44ms, mfu 0.53%
iter 3360: loss 0.6351, time 187.50ms, mfu 0.53%
iter 3370: loss 0.6775, time 188.80ms, mfu 0.53%
iter 3380: loss 0.6923, time 186.87ms, mfu 0.53%
iter 3390: loss 0.6793, time 185.86ms, mfu 0.54%
iter 3400: loss 0.6526, time 189.17ms, mfu 0.54%
iter 3410: loss 0.7139, time 190.20ms, mfu 0.54%
iter 3420: loss 0.6794, time 188.85ms, mfu 0.54%
iter 3430: loss 0.6753, time 189.36ms, mfu 0.54%
iter 3440: loss 0.6740, time 188.09ms, mfu 0.54%
iter 3450: loss 0.7020, time 188.59ms, mfu 0.54%
iter 3460: loss 0.6983, time 189.99ms, mfu 0.54%
iter 3470: loss 0.6915, time 187.54ms, mfu 0.54%
iter 3480: loss 0.6843, time 190.90ms, mfu 0.54%
iter 3490: loss 0.6259, time 189.69ms, mfu 0.54%
step 3500: train loss 0.6680, val loss 0.6680
saving checkpoint to out-exp2-embd192
iter 3500: loss 0.6811, time 27511.62ms, mfu 0.49%
iter 3510: loss 0.6559, time 187.53ms, mfu 0.50%
iter 3520: loss 0.6658, time 193.62ms, mfu 0.50%
iter 3530: loss 0.6825, time 194.99ms, mfu 0.50%
iter 3540: loss 0.6731, time 190.38ms, mfu 0.51%
iter 3550: loss 0.6829, time 189.33ms, mfu 0.51%
iter 3560: loss 0.6652, time 190.05ms, mfu 0.51%
iter 3570: loss 0.6603, time 188.74ms, mfu 0.52%
iter 3580: loss 0.6294, time 189.23ms, mfu 0.52%
iter 3590: loss 0.6845, time 188.71ms, mfu 0.52%
iter 3600: loss 0.6345, time 187.76ms, mfu 0.53%
iter 3610: loss 0.7171, time 191.74ms, mfu 0.53%
iter 3620: loss 0.6695, time 194.51ms, mfu 0.53%
iter 3630: loss 0.6411, time 192.31ms, mfu 0.53%
iter 3640: loss 0.6350, time 190.65ms, mfu 0.53%
iter 3650: loss 0.6657, time 189.35ms, mfu 0.53%
iter 3660: loss 0.6652, time 189.32ms, mfu 0.53%
iter 3670: loss 0.6504, time 189.50ms, mfu 0.54%
iter 3680: loss 0.6517, time 189.07ms, mfu 0.54%
iter 3690: loss 0.6872, time 192.81ms, mfu 0.54%
iter 3700: loss 0.6559, time 188.25ms, mfu 0.54%
iter 3710: loss 0.6499, time 188.81ms, mfu 0.54%
iter 3720: loss 0.6515, time 194.37ms, mfu 0.54%
iter 3730: loss 0.6448, time 191.89ms, mfu 0.54%
iter 3740: loss 0.6736, time 190.34ms, mfu 0.54%
step 3750: train loss 0.6587, val loss 0.6585
saving checkpoint to out-exp2-embd192
iter 3750: loss 0.6823, time 27617.77ms, mfu 0.49%
iter 3760: loss 0.6311, time 196.13ms, mfu 0.49%
iter 3770: loss 0.6684, time 192.41ms, mfu 0.50%
iter 3780: loss 0.6262, time 190.24ms, mfu 0.50%
iter 3790: loss 0.6767, time 194.48ms, mfu 0.50%
iter 3800: loss 0.6569, time 192.37ms, mfu 0.51%
iter 3810: loss 0.6121, time 190.53ms, mfu 0.51%
iter 3820: loss 0.6335, time 193.51ms, mfu 0.51%
iter 3830: loss 0.6584, time 191.23ms, mfu 0.52%
