Overriding config with config/exp1_depth.py:
# Experiment 1 - Depth sweep
# Vary: n_layer ∈ {2, 4, 8, 12}
# Fixed: n_head = 8, n_embd = 256, dropout = 0.0
# Usage: python train.py config/exp1_depth.py --n_layer=2

out_dir = 'out-exp1-depth'  # will be overridden by run script
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp1-depth'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6  # overridden via command line
n_head = 8
n_embd = 256
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp1-layer12
Overriding: n_layer = 12
Overriding: wandb_run_name = exp1-layer12
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 9.50M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 50, with 9,561,088 parameters
num non-decayed parameter tensors: 25, with 6,400 parameters
step 250: train loss 1.6826, val loss 1.6811
saving checkpoint to out-exp1-layer12
iter 250: loss 1.6876, time 72185.57ms, mfu 0.62%
iter 260: loss 1.6043, time 498.98ms, mfu 0.62%
iter 270: loss 1.6062, time 499.16ms, mfu 0.63%
iter 280: loss 1.5355, time 502.27ms, mfu 0.64%
iter 290: loss 1.4631, time 550.21ms, mfu 0.64%
iter 300: loss 1.4514, time 540.53ms, mfu 0.64%
iter 310: loss 1.4537, time 540.66ms, mfu 0.64%
iter 320: loss 1.4077, time 531.14ms, mfu 0.64%
iter 330: loss 1.4445, time 534.23ms, mfu 0.64%
iter 340: loss 1.4074, time 538.63ms, mfu 0.64%
iter 350: loss 1.3497, time 530.71ms, mfu 0.64%
iter 360: loss 1.3071, time 535.73ms, mfu 0.64%
iter 370: loss 1.2507, time 530.31ms, mfu 0.65%
iter 380: loss 1.2531, time 529.22ms, mfu 0.65%
iter 390: loss 1.2708, time 535.15ms, mfu 0.65%
iter 400: loss 1.2757, time 554.70ms, mfu 0.65%
iter 410: loss 1.2155, time 533.80ms, mfu 0.65%
iter 420: loss 1.2213, time 551.64ms, mfu 0.65%
iter 430: loss 1.1878, time 534.33ms, mfu 0.65%
iter 440: loss 1.2234, time 535.46ms, mfu 0.65%
iter 450: loss 1.2009, time 541.20ms, mfu 0.65%
iter 460: loss 1.1185, time 548.89ms, mfu 0.65%
iter 470: loss 1.1529, time 553.80ms, mfu 0.64%
iter 480: loss 1.1123, time 541.18ms, mfu 0.64%
iter 490: loss 1.1080, time 536.08ms, mfu 0.64%
step 500: train loss 1.1104, val loss 1.1089
saving checkpoint to out-exp1-layer12
iter 500: loss 1.1001, time 75821.66ms, mfu 0.58%
iter 510: loss 1.1067, time 539.60ms, mfu 0.59%
iter 520: loss 1.0791, time 538.03ms, mfu 0.59%
iter 530: loss 1.1189, time 538.06ms, mfu 0.60%
iter 540: loss 1.0628, time 534.54ms, mfu 0.60%
iter 550: loss 1.0591, time 536.53ms, mfu 0.61%
iter 560: loss 1.0190, time 538.85ms, mfu 0.61%
iter 570: loss 1.0556, time 533.23ms, mfu 0.62%
iter 580: loss 1.0568, time 539.76ms, mfu 0.62%
iter 590: loss 1.0590, time 540.62ms, mfu 0.62%
iter 600: loss 1.0163, time 537.72ms, mfu 0.63%
iter 610: loss 0.9827, time 540.76ms, mfu 0.63%
iter 620: loss 0.9892, time 546.88ms, mfu 0.63%
iter 630: loss 0.9866, time 541.57ms, mfu 0.63%
iter 640: loss 0.9803, time 546.72ms, mfu 0.63%
iter 650: loss 1.0052, time 543.48ms, mfu 0.63%
iter 660: loss 0.9784, time 542.39ms, mfu 0.63%
iter 670: loss 0.9684, time 542.89ms, mfu 0.63%
iter 680: loss 0.9988, time 542.05ms, mfu 0.63%
iter 690: loss 0.9959, time 536.27ms, mfu 0.64%
iter 700: loss 0.9105, time 538.66ms, mfu 0.64%
iter 710: loss 0.9196, time 533.66ms, mfu 0.64%
iter 720: loss 0.9504, time 535.18ms, mfu 0.64%
iter 730: loss 0.9427, time 534.51ms, mfu 0.64%
iter 740: loss 0.9317, time 534.91ms, mfu 0.64%
step 750: train loss 0.9249, val loss 0.9218
saving checkpoint to out-exp1-layer12
iter 750: loss 0.9264, time 75649.60ms, mfu 0.58%
iter 760: loss 0.9337, time 544.94ms, mfu 0.59%
iter 770: loss 0.9202, time 552.02ms, mfu 0.59%
iter 780: loss 0.9399, time 551.66ms, mfu 0.59%
iter 790: loss 0.9338, time 544.89ms, mfu 0.60%
iter 800: loss 0.9300, time 537.38ms, mfu 0.60%
iter 810: loss 0.8998, time 540.50ms, mfu 0.61%
iter 820: loss 0.8843, time 533.19ms, mfu 0.61%
iter 830: loss 0.8767, time 532.72ms, mfu 0.62%
iter 840: loss 0.8793, time 536.41ms, mfu 0.62%
iter 850: loss 0.8823, time 537.79ms, mfu 0.62%
iter 860: loss 0.9043, time 535.72ms, mfu 0.63%
iter 870: loss 0.8987, time 544.29ms, mfu 0.63%
iter 880: loss 0.8647, time 545.44ms, mfu 0.63%
iter 890: loss 0.8782, time 538.85ms, mfu 0.63%
iter 900: loss 0.8564, time 539.35ms, mfu 0.63%
iter 910: loss 0.8615, time 536.44ms, mfu 0.63%
iter 920: loss 0.8833, time 537.91ms, mfu 0.64%
iter 930: loss 0.8730, time 541.66ms, mfu 0.64%
iter 940: loss 0.8853, time 538.66ms, mfu 0.64%
iter 950: loss 0.8553, time 535.69ms, mfu 0.64%
iter 960: loss 0.8313, time 540.67ms, mfu 0.64%
iter 970: loss 0.8238, time 543.46ms, mfu 0.64%
iter 980: loss 0.8542, time 535.97ms, mfu 0.64%
iter 990: loss 0.8636, time 538.44ms, mfu 0.64%
step 1000: train loss 0.8348, val loss 0.8348
saving checkpoint to out-exp1-layer12
iter 1000: loss 0.8543, time 68935.33ms, mfu 0.58%
iter 1010: loss 0.8104, time 475.53ms, mfu 0.59%
iter 1020: loss 0.8135, time 482.71ms, mfu 0.61%
iter 1030: loss 0.8313, time 483.52ms, mfu 0.62%
iter 1040: loss 0.8386, time 475.06ms, mfu 0.63%
iter 1050: loss 0.8530, time 473.81ms, mfu 0.64%
iter 1060: loss 0.8219, time 476.03ms, mfu 0.65%
iter 1070: loss 0.8004, time 476.75ms, mfu 0.66%
iter 1080: loss 0.8074, time 474.35ms, mfu 0.67%
iter 1090: loss 0.8153, time 473.56ms, mfu 0.67%
iter 1100: loss 0.8757, time 475.48ms, mfu 0.68%
iter 1110: loss 0.7987, time 478.06ms, mfu 0.68%
iter 1120: loss 0.8076, time 477.36ms, mfu 0.69%
iter 1130: loss 0.7857, time 479.83ms, mfu 0.69%
iter 1140: loss 0.7627, time 490.51ms, mfu 0.69%
iter 1150: loss 0.7780, time 478.01ms, mfu 0.70%
iter 1160: loss 0.8139, time 480.18ms, mfu 0.70%
iter 1170: loss 0.7511, time 479.28ms, mfu 0.70%
iter 1180: loss 0.7961, time 479.68ms, mfu 0.71%
iter 1190: loss 0.7852, time 483.50ms, mfu 0.71%
iter 1200: loss 0.7849, time 483.68ms, mfu 0.71%
iter 1210: loss 0.7543, time 487.65ms, mfu 0.71%
iter 1220: loss 0.8095, time 479.62ms, mfu 0.71%
iter 1230: loss 0.8119, time 478.51ms, mfu 0.71%
iter 1240: loss 0.7681, time 481.50ms, mfu 0.71%
step 1250: train loss 0.7775, val loss 0.7752
saving checkpoint to out-exp1-layer12
iter 1250: loss 0.7573, time 68886.02ms, mfu 0.64%
iter 1260: loss 0.7650, time 482.67ms, mfu 0.65%
iter 1270: loss 0.8527, time 484.95ms, mfu 0.66%
iter 1280: loss 0.7707, time 487.34ms, mfu 0.66%
iter 1290: loss 0.7828, time 486.12ms, mfu 0.67%
iter 1300: loss 0.7608, time 502.23ms, mfu 0.67%
iter 1310: loss 0.7678, time 489.65ms, mfu 0.68%
iter 1320: loss 0.7667, time 484.30ms, mfu 0.68%
iter 1330: loss 0.7907, time 485.57ms, mfu 0.68%
iter 1340: loss 0.7305, time 486.36ms, mfu 0.69%
iter 1350: loss 0.7638, time 485.11ms, mfu 0.69%
iter 1360: loss 0.7530, time 484.65ms, mfu 0.69%
iter 1370: loss 0.7534, time 482.69ms, mfu 0.70%
iter 1380: loss 0.7551, time 482.50ms, mfu 0.70%
iter 1390: loss 0.7301, time 484.67ms, mfu 0.70%
iter 1400: loss 0.7520, time 484.00ms, mfu 0.70%
iter 1410: loss 0.7447, time 482.93ms, mfu 0.71%
iter 1420: loss 0.7440, time 483.28ms, mfu 0.71%
iter 1430: loss 0.7041, time 484.71ms, mfu 0.71%
iter 1440: loss 0.7532, time 490.15ms, mfu 0.71%
iter 1450: loss 0.7697, time 495.92ms, mfu 0.71%
iter 1460: loss 0.7397, time 491.86ms, mfu 0.71%
iter 1470: loss 0.7063, time 483.76ms, mfu 0.71%
iter 1480: loss 0.7608, time 484.47ms, mfu 0.71%
iter 1490: loss 0.7308, time 484.52ms, mfu 0.71%
step 1500: train loss 0.7340, val loss 0.7355
saving checkpoint to out-exp1-layer12
iter 1500: loss 0.7426, time 68645.98ms, mfu 0.64%
iter 1510: loss 0.7294, time 481.96ms, mfu 0.65%
iter 1520: loss 0.7286, time 481.77ms, mfu 0.66%
iter 1530: loss 0.7230, time 483.60ms, mfu 0.66%
iter 1540: loss 0.6839, time 483.16ms, mfu 0.67%
iter 1550: loss 0.7431, time 482.06ms, mfu 0.67%
iter 1560: loss 0.7027, time 479.96ms, mfu 0.68%
iter 1570: loss 0.7525, time 480.93ms, mfu 0.68%
iter 1580: loss 0.7224, time 481.75ms, mfu 0.69%
iter 1590: loss 0.7123, time 484.56ms, mfu 0.69%
iter 1600: loss 0.7289, time 487.09ms, mfu 0.69%
iter 1610: loss 0.7184, time 503.77ms, mfu 0.69%
iter 1620: loss 0.7254, time 493.30ms, mfu 0.70%
iter 1630: loss 0.7421, time 483.37ms, mfu 0.70%
iter 1640: loss 0.6895, time 482.49ms, mfu 0.70%
iter 1650: loss 0.7086, time 483.08ms, mfu 0.70%
iter 1660: loss 0.7225, time 482.56ms, mfu 0.70%
iter 1670: loss 0.7209, time 483.11ms, mfu 0.71%
iter 1680: loss 0.7229, time 480.81ms, mfu 0.71%
iter 1690: loss 0.7337, time 482.52ms, mfu 0.71%
iter 1700: loss 0.7441, time 479.89ms, mfu 0.71%
iter 1710: loss 0.7374, time 481.91ms, mfu 0.71%
iter 1720: loss 0.6937, time 481.56ms, mfu 0.71%
iter 1730: loss 0.7276, time 483.13ms, mfu 0.71%
iter 1740: loss 0.6930, time 482.31ms, mfu 0.72%
step 1750: train loss 0.7151, val loss 0.7162
saving checkpoint to out-exp1-layer12
iter 1750: loss 0.7243, time 68519.19ms, mfu 0.64%
iter 1760: loss 0.6861, time 485.25ms, mfu 0.65%
iter 1770: loss 0.7275, time 491.26ms, mfu 0.66%
iter 1780: loss 0.6861, time 483.79ms, mfu 0.66%
iter 1790: loss 0.7003, time 482.05ms, mfu 0.67%
iter 1800: loss 0.6857, time 481.54ms, mfu 0.68%
iter 1810: loss 0.7001, time 483.46ms, mfu 0.68%
iter 1820: loss 0.7056, time 481.81ms, mfu 0.68%
iter 1830: loss 0.7045, time 484.13ms, mfu 0.69%
iter 1840: loss 0.6880, time 482.59ms, mfu 0.69%
iter 1850: loss 0.7219, time 480.58ms, mfu 0.70%
iter 1860: loss 0.7049, time 480.82ms, mfu 0.70%
iter 1870: loss 0.7081, time 480.43ms, mfu 0.70%
iter 1880: loss 0.7173, time 485.27ms, mfu 0.70%
iter 1890: loss 0.7136, time 486.01ms, mfu 0.70%
iter 1900: loss 0.7161, time 487.32ms, mfu 0.71%
iter 1910: loss 0.6775, time 498.79ms, mfu 0.70%
iter 1920: loss 0.7117, time 484.03ms, mfu 0.71%
iter 1930: loss 0.7113, time 483.01ms, mfu 0.71%
iter 1940: loss 0.7106, time 481.80ms, mfu 0.71%
iter 1950: loss 0.6840, time 484.17ms, mfu 0.71%
iter 1960: loss 0.6753, time 483.12ms, mfu 0.71%
iter 1970: loss 0.6902, time 482.42ms, mfu 0.71%
iter 1980: loss 0.7298, time 482.92ms, mfu 0.71%
iter 1990: loss 0.6757, time 481.54ms, mfu 0.72%
step 2000: train loss 0.6862, val loss 0.6856
saving checkpoint to out-exp1-layer12
iter 2000: loss 0.7152, time 68526.36ms, mfu 0.64%
iter 2010: loss 0.6602, time 482.40ms, mfu 0.65%
iter 2020: loss 0.6978, time 481.18ms, mfu 0.66%
iter 2030: loss 0.6817, time 481.06ms, mfu 0.67%
iter 2040: loss 0.6828, time 482.40ms, mfu 0.67%
iter 2050: loss 0.6548, time 484.71ms, mfu 0.68%
iter 2060: loss 0.6598, time 487.06ms, mfu 0.68%
iter 2070: loss 0.6700, time 500.53ms, mfu 0.68%
iter 2080: loss 0.7019, time 484.21ms, mfu 0.69%
iter 2090: loss 0.6396, time 482.06ms, mfu 0.69%
iter 2100: loss 0.6887, time 482.75ms, mfu 0.69%
iter 2110: loss 0.6934, time 483.20ms, mfu 0.70%
iter 2120: loss 0.6682, time 482.36ms, mfu 0.70%
iter 2130: loss 0.6671, time 483.33ms, mfu 0.70%
iter 2140: loss 0.6964, time 481.08ms, mfu 0.70%
iter 2150: loss 0.6792, time 482.56ms, mfu 0.71%
iter 2160: loss 0.6580, time 481.72ms, mfu 0.71%
iter 2170: loss 0.6602, time 481.77ms, mfu 0.71%
iter 2180: loss 0.6485, time 483.63ms, mfu 0.71%
iter 2190: loss 0.6676, time 484.54ms, mfu 0.71%
iter 2200: loss 0.6572, time 489.39ms, mfu 0.71%
iter 2210: loss 0.6696, time 503.98ms, mfu 0.71%
iter 2220: loss 0.6594, time 490.54ms, mfu 0.71%
iter 2230: loss 0.6842, time 483.87ms, mfu 0.71%
iter 2240: loss 0.6417, time 483.78ms, mfu 0.71%
step 2250: train loss 0.6699, val loss 0.6664
saving checkpoint to out-exp1-layer12
iter 2250: loss 0.6143, time 68565.36ms, mfu 0.64%
iter 2260: loss 0.6501, time 482.62ms, mfu 0.65%
iter 2270: loss 0.6444, time 482.28ms, mfu 0.66%
iter 2280: loss 0.6536, time 481.66ms, mfu 0.66%
iter 2290: loss 0.6726, time 484.94ms, mfu 0.67%
iter 2300: loss 0.6812, time 483.86ms, mfu 0.67%
iter 2310: loss 0.6739, time 480.91ms, mfu 0.68%
iter 2320: loss 0.6564, time 480.04ms, mfu 0.68%
iter 2330: loss 0.6477, time 481.98ms, mfu 0.69%
iter 2340: loss 0.6933, time 483.29ms, mfu 0.69%
iter 2350: loss 0.6463, time 483.96ms, mfu 0.69%
iter 2360: loss 0.6512, time 486.02ms, mfu 0.70%
iter 2370: loss 0.6500, time 490.05ms, mfu 0.70%
iter 2380: loss 0.6507, time 490.39ms, mfu 0.70%
iter 2390: loss 0.6702, time 482.61ms, mfu 0.70%
iter 2400: loss 0.6626, time 483.87ms, mfu 0.70%
iter 2410: loss 0.6929, time 484.15ms, mfu 0.71%
iter 2420: loss 0.6464, time 483.87ms, mfu 0.71%
iter 2430: loss 0.6303, time 481.68ms, mfu 0.71%
iter 2440: loss 0.6418, time 481.19ms, mfu 0.71%
iter 2450: loss 0.6169, time 482.10ms, mfu 0.71%
iter 2460: loss 0.6086, time 483.27ms, mfu 0.71%
iter 2470: loss 0.6688, time 484.44ms, mfu 0.71%
iter 2480: loss 0.6715, time 483.33ms, mfu 0.71%
iter 2490: loss 0.6728, time 486.61ms, mfu 0.71%
step 2500: train loss 0.6499, val loss 0.6509
saving checkpoint to out-exp1-layer12
iter 2500: loss 0.6574, time 68560.72ms, mfu 0.64%
iter 2510: loss 0.6805, time 482.23ms, mfu 0.65%
iter 2520: loss 0.6284, time 485.24ms, mfu 0.66%
iter 2530: loss 0.6693, time 491.48ms, mfu 0.66%
iter 2540: loss 0.6805, time 498.47ms, mfu 0.67%
iter 2550: loss 0.6727, time 482.91ms, mfu 0.67%
iter 2560: loss 0.6492, time 483.21ms, mfu 0.68%
iter 2570: loss 0.6547, time 483.87ms, mfu 0.68%
iter 2580: loss 0.6715, time 485.35ms, mfu 0.69%
iter 2590: loss 0.6456, time 487.02ms, mfu 0.69%
iter 2600: loss 0.6568, time 484.65ms, mfu 0.69%
iter 2610: loss 0.6518, time 482.59ms, mfu 0.70%
iter 2620: loss 0.6062, time 483.23ms, mfu 0.70%
iter 2630: loss 0.6533, time 481.74ms, mfu 0.70%
iter 2640: loss 0.6239, time 485.68ms, mfu 0.70%
iter 2650: loss 0.6321, time 482.09ms, mfu 0.70%
iter 2660: loss 0.6184, time 484.54ms, mfu 0.71%
iter 2670: loss 0.6372, time 486.27ms, mfu 0.71%
iter 2680: loss 0.6666, time 496.45ms, mfu 0.71%
iter 2690: loss 0.6510, time 488.30ms, mfu 0.71%
iter 2700: loss 0.6391, time 484.28ms, mfu 0.71%
iter 2710: loss 0.6115, time 482.57ms, mfu 0.71%
iter 2720: loss 0.6449, time 484.57ms, mfu 0.71%
iter 2730: loss 0.6347, time 483.34ms, mfu 0.71%
iter 2740: loss 0.6111, time 483.37ms, mfu 0.71%
step 2750: train loss 0.6358, val loss 0.6364
saving checkpoint to out-exp1-layer12
iter 2750: loss 0.5928, time 68796.23ms, mfu 0.64%
iter 2760: loss 0.6433, time 481.02ms, mfu 0.65%
iter 2770: loss 0.6261, time 482.96ms, mfu 0.66%
iter 2780: loss 0.6414, time 484.02ms, mfu 0.66%
iter 2790: loss 0.6558, time 483.25ms, mfu 0.67%
iter 2800: loss 0.6048, time 481.73ms, mfu 0.68%
iter 2810: loss 0.6543, time 481.87ms, mfu 0.68%
iter 2820: loss 0.6423, time 480.57ms, mfu 0.68%
iter 2830: loss 0.6414, time 485.21ms, mfu 0.69%
iter 2840: loss 0.6290, time 487.59ms, mfu 0.69%
iter 2850: loss 0.6131, time 498.99ms, mfu 0.69%
iter 2860: loss 0.6452, time 482.97ms, mfu 0.69%
iter 2870: loss 0.6525, time 500.09ms, mfu 0.70%
iter 2880: loss 0.6449, time 484.35ms, mfu 0.70%
iter 2890: loss 0.6122, time 485.01ms, mfu 0.70%
iter 2900: loss 0.6224, time 483.41ms, mfu 0.70%
iter 2910: loss 0.6437, time 485.02ms, mfu 0.70%
iter 2920: loss 0.6114, time 484.33ms, mfu 0.71%
iter 2930: loss 0.6260, time 482.13ms, mfu 0.71%
iter 2940: loss 0.6157, time 481.17ms, mfu 0.71%
iter 2950: loss 0.6151, time 484.00ms, mfu 0.71%
iter 2960: loss 0.6112, time 481.60ms, mfu 0.71%
iter 2970: loss 0.6478, time 484.03ms, mfu 0.71%
iter 2980: loss 0.6186, time 486.03ms, mfu 0.71%
iter 2990: loss 0.5790, time 494.28ms, mfu 0.71%
step 3000: train loss 0.6267, val loss 0.6248
saving checkpoint to out-exp1-layer12
iter 3000: loss 0.5845, time 68603.82ms, mfu 0.64%
iter 3010: loss 0.6347, time 499.53ms, mfu 0.65%
iter 3020: loss 0.6213, time 488.93ms, mfu 0.65%
iter 3030: loss 0.6453, time 485.42ms, mfu 0.66%
iter 3040: loss 0.6206, time 483.66ms, mfu 0.67%
iter 3050: loss 0.6118, time 483.49ms, mfu 0.67%
iter 3060: loss 0.6174, time 483.05ms, mfu 0.68%
iter 3070: loss 0.6412, time 481.54ms, mfu 0.68%
iter 3080: loss 0.6055, time 484.02ms, mfu 0.69%
iter 3090: loss 0.6392, time 482.98ms, mfu 0.69%
iter 3100: loss 0.6626, time 482.23ms, mfu 0.69%
iter 3110: loss 0.6042, time 481.11ms, mfu 0.70%
iter 3120: loss 0.6384, time 480.59ms, mfu 0.70%
iter 3130: loss 0.6206, time 481.13ms, mfu 0.70%
iter 3140: loss 0.6221, time 482.86ms, mfu 0.70%
iter 3150: loss 0.6106, time 488.51ms, mfu 0.70%
iter 3160: loss 0.6379, time 497.46ms, mfu 0.70%
iter 3170: loss 0.6281, time 483.36ms, mfu 0.71%
iter 3180: loss 0.6006, time 485.19ms, mfu 0.71%
iter 3190: loss 0.6137, time 486.14ms, mfu 0.71%
iter 3200: loss 0.6122, time 483.01ms, mfu 0.71%
iter 3210: loss 0.6363, time 484.04ms, mfu 0.71%
iter 3220: loss 0.6477, time 484.73ms, mfu 0.71%
iter 3230: loss 0.6190, time 484.39ms, mfu 0.71%
iter 3240: loss 0.6193, time 482.25ms, mfu 0.71%
step 3250: train loss 0.6170, val loss 0.6159
saving checkpoint to out-exp1-layer12
iter 3250: loss 0.6200, time 68648.16ms, mfu 0.64%
iter 3260: loss 0.6288, time 482.78ms, mfu 0.65%
iter 3270: loss 0.6159, time 484.59ms, mfu 0.66%
iter 3280: loss 0.6295, time 484.24ms, mfu 0.66%
iter 3290: loss 0.5882, time 486.09ms, mfu 0.67%
iter 3300: loss 0.6062, time 491.11ms, mfu 0.67%
iter 3310: loss 0.5816, time 485.92ms, mfu 0.68%
iter 3320: loss 0.6049, time 483.91ms, mfu 0.68%
iter 3330: loss 0.6208, time 489.01ms, mfu 0.69%
iter 3340: loss 0.5843, time 483.96ms, mfu 0.69%
iter 3350: loss 0.6127, time 483.89ms, mfu 0.69%
iter 3360: loss 0.6156, time 483.94ms, mfu 0.70%
iter 3370: loss 0.5851, time 482.95ms, mfu 0.70%
iter 3380: loss 0.6244, time 482.72ms, mfu 0.70%
iter 3390: loss 0.6008, time 481.20ms, mfu 0.70%
iter 3400: loss 0.6348, time 483.53ms, mfu 0.70%
iter 3410: loss 0.6143, time 480.87ms, mfu 0.71%
iter 3420: loss 0.6124, time 481.52ms, mfu 0.71%
iter 3430: loss 0.6167, time 482.66ms, mfu 0.71%
iter 3440: loss 0.5961, time 481.99ms, mfu 0.71%
iter 3450: loss 0.6122, time 482.54ms, mfu 0.71%
iter 3460: loss 0.5832, time 488.26ms, mfu 0.71%
iter 3470: loss 0.5828, time 499.20ms, mfu 0.71%
iter 3480: loss 0.6292, time 491.19ms, mfu 0.71%
iter 3490: loss 0.5912, time 484.04ms, mfu 0.71%
step 3500: train loss 0.6048, val loss 0.6044
saving checkpoint to out-exp1-layer12
iter 3500: loss 0.6255, time 68446.62ms, mfu 0.64%
iter 3510: loss 0.6006, time 484.21ms, mfu 0.65%
iter 3520: loss 0.6101, time 482.78ms, mfu 0.66%
iter 3530: loss 0.6036, time 483.25ms, mfu 0.66%
iter 3540: loss 0.6118, time 482.45ms, mfu 0.67%
iter 3550: loss 0.6461, time 482.90ms, mfu 0.67%
iter 3560: loss 0.6295, time 481.54ms, mfu 0.68%
iter 3570: loss 0.6164, time 483.96ms, mfu 0.68%
iter 3580: loss 0.6375, time 486.92ms, mfu 0.69%
iter 3590: loss 0.6033, time 486.91ms, mfu 0.69%
iter 3600: loss 0.6013, time 489.51ms, mfu 0.69%
iter 3610: loss 0.5954, time 483.65ms, mfu 0.70%
iter 3620: loss 0.6044, time 486.39ms, mfu 0.70%
iter 3630: loss 0.5768, time 497.97ms, mfu 0.70%
iter 3640: loss 0.5797, time 493.36ms, mfu 0.70%
iter 3650: loss 0.5805, time 482.69ms, mfu 0.70%
iter 3660: loss 0.6000, time 482.71ms, mfu 0.70%
iter 3670: loss 0.5909, time 483.38ms, mfu 0.71%
iter 3680: loss 0.5665, time 483.74ms, mfu 0.71%
iter 3690: loss 0.6053, time 483.20ms, mfu 0.71%
iter 3700: loss 0.6123, time 482.48ms, mfu 0.71%
iter 3710: loss 0.5973, time 481.97ms, mfu 0.71%
iter 3720: loss 0.6161, time 482.16ms, mfu 0.71%
iter 3730: loss 0.5866, time 480.06ms, mfu 0.71%
iter 3740: loss 0.6250, time 483.56ms, mfu 0.71%
step 3750: train loss 0.5957, val loss 0.5972
saving checkpoint to out-exp1-layer12
iter 3750: loss 0.6231, time 68497.45ms, mfu 0.64%
iter 3760: loss 0.6146, time 482.92ms, mfu 0.65%
iter 3770: loss 0.5839, time 481.22ms, mfu 0.66%
iter 3780: loss 0.6036, time 482.27ms, mfu 0.67%
iter 3790: loss 0.5724, time 482.17ms, mfu 0.67%
iter 3800: loss 0.5976, time 487.48ms, mfu 0.68%
